LAT,LON,MINOR
-5.525035605,43.4265497,1.712589163
-5.368521465,43.13999071,2.787190123
-5.070915695,43.10887161,1.68483662
-4.950269916,42.69658273,2.298526727
-4.468059382,41.16600798,1.235720781
-4.689837733,41.01572036,1.705602134
-3.543737561,41.81320555,1.500047492
-5.61040914,42.38402363,1.745718865
-6.096830515,44.4810606,1.414668137
-6.446600319,44.18693776,1.426049449
-6.876203339,43.21909262,1.105577962
-6.216080669,43.46883325,1.175081245
-7.728406595,45.11485527,1.864761013
-7.504876912,46.37338439,1.711976901
-7.10275088,46.42282364,1.682908147
-7.110481011,45.99674984,1.586829196
-6.221090032,48.27955496,4.621541381
-6.738367276,48.55833023,3.485138349
-5.877122887,49.74955465,9.963312051
-6.14262085,49.75353745,2.475044111
-4.805007659,49.79788937,1.148631174
-5.702493065,50.5108978,0.960431247
-5.872397808,50.61424178,2.004072558
-6.231892639,50.7755144,1.413303282
-7.272391274,50.92023323,1.469444052
-7.661975448,51.21834497,1.235736317
-7.455972043,51.37456659,1.164209537
-7.778871181,47.77416434,2.118601719
-6.458313572,48.01019055,1.448251665
-5.861119965,46.01582446,1.237031737
-5.666612275,45.9286813,1.469318743
-6.528572681,47.10293407,1.710075328
-5.160658028,50.11862537,1.145723792
-3.589997123,52.61740453,3.858385978
-2.924881466,53.36883101,2.698386047
-2.496151438,53.25808914,1.352267003
-2.43759473,53.37370978,0.815332156
-8.526695517,49.99556054,2.775587904
-9.5324537,49.69064902,4.719685532
-9.086444906,49.82776459,3.173907711
-8.998704357,49.03137212,2.332244082
-8.96724798,48.05002132,2.992251409
-8.271518039,45.7731588,2.464559335
-8.629301545,45.86068186,1.724201461
-8.730612411,46.37313733,1.193165217
-7.17743505,46.9890575,1.203890666
-6.322942957,46.80068492,1.215891988
-10.02598531,45.34891214,2.077411573
-10.23067301,47.8708123,1.474662086
-11.05432247,47.79980199,1.87865549
-11.7966312,47.50585105,1.381039722
-12.46852298,48.42648362,2.640584593
-12.5639547,48.56114748,2.334214696
-12.14242831,49.25742682,2.786220141
-11.87396459,48.84977567,2.067730672
-11.34536595,48.24047027,1.275013138
-10.67431111,49.10972782,1.94145657
-10.83971323,48.71707754,1.571474578
-14.1585423,49.10275092,1.18155889
-13.27252971,47.8107483,1.668660761
-13.71875555,48.22033597,1.741035617
-11.99742432,49.07392318,1.084545405
-7.700617232,50.00729726,1.367585986
-7.727937403,49.69222481,1.610980582
-7.146368676,47.159652,1.104875663
-6.097196175,50.55347052,1.730730998
-5.637183265,49.16662099,1.37752575
-5.34273574,49.03938897,1.303066035
20.45587827,29.40371411,2.197435883
15.89129462,36.09990407,1.158949165
16.34786283,36.15044821,1.045881871
13.38328489,38.55852136,0.924090939
15.96850353,33.14472723,1.225484189
12.41020467,29.07887925,1.332265378
14.06633801,26.70525185,1.348774037
13.99590788,28.72837462,1.72464398
10.77884603,35.65764939,1.033674115
14.46849292,41.13743623,1.378582111
9.347563185,36.12518483,0.849823179
9.933412436,51.61880082,1.641201004
10.9906517,50.72826198,1.824149876
10.08800518,50.59321963,1.928431389
9.492494659,51.70507643,2.04158377
-0.701786088,50.9560739,1.752850913
-2.859112829,41.34107512,2.029831206
-2.654331965,41.81735351,1.332087069
-4.556808016,47.62650309,1.221930343
-5.521500055,47.56037041,1.019356709
-5.762514342,45.45782822,1.486864866
-6.062413699,45.35668542,1.314187951
-8.455674688,45.14186079,1.335728902
-11.85489396,47.92337331,0.883720807
-13.9988103,48.75309171,1.202655787
