Diameter,Latitude,Longitude (West),Axial Ratio,Degradation,Geol. Unit,Note
4.61,44.16,340.08,1.10,,ICT,
4.61,42.31,94.98,,2,ST,
4.61,35.45,18.77,1.03,,ICT,
4.61,52.15,70.88,,1 ellipse,ST,
4.61,20.47,268.44,1.00,,FBT,
4.61,42.79,55.43,1.16,,ICT,
4.61,11.46,116.66,1.07,,ST,
4.61,-9.97,162.69,1.19,,ICT,
4.61,69.41,187.32,,4,DCT2,
4.61,28.73,100.56,,3,ST,
4.61,-58.63,328.26,1.00,,FBT,
4.61,-21.44,217.21,1.37,,FBT,
4.61,25.20,143.35,1.24,,ICT,
4.61,58.43,93.52,,2,ST,
4.61,15.27,38.95,1.09,,ICT,
4.61,23.81,96.28,,3,ST,
4.61,0.84,122.50,1.00,,ST,
4.61,5.92,32.02,1.00,,ICT,
4.61,30.62,329.22,1.16,,ICT,
4.61,37.72,333.07,1.00,,ICT,
4.61,39.49,88.28,,2,ST,
4.61,62.11,351.67,1.15,,ICT,
4.61,-30.72,256.87,1.05,,ICT,
4.61,-20.23,195.58,1.00,,ICT,
4.61,29.21,146.48,1.25,,ICT,
4.61,-34.64,242.13,1.14,,ICT,
4.61,-24.11,94.08,1.00,,ST,
4.61,-48.46,212.51,1.02,,ICT,
4.61,-29.34,213.12,1.00,,FBT,
4.61,-23.12,284.60,1.00,,FBT,
4.61,-2.73,130.19,1.04,,ST,
4.60,5.13,167.37,1.19,,ICT,
4.60,-7.90,178.34,1.12,,ICT,
4.60,-37.89,238.30,1.02,,ICT,
4.60,-34.32,267.81,1.03,,ICT,
4.60,-37.67,255.83,1.04,,ICT,
4.60,3.73,80.07,1.14,,ST,
4.60,-10.32,155.62,1.01,,ICT,
4.60,24.87,164.75,1.17,,DCT2,
4.60,29.10,312.85,1.05,,ICT,
4.60,-43.67,336.50,1.01,,FBT,
4.60,14.18,134.02,1.25,,ST,
4.60,-9.99,146.22,1.06,,ICT,
4.60,56.33,182.23,,4,DCT2,
4.60,31.53,42.23,1.15,,ICT,
4.60,0.87,130.34,1.10,,ST,
4.60,-40.67,20.86,1.19,,ICT,
4.60,-3.75,160.25,1.00,,ICT,
4.60,13.17,2.21,1.22,,ICT,
4.60,78.84,220.92,,3,DCT2,
4.60,27.87,183.41,1.07,,ICT,
4.60,51.63,133.26,,4,ST,
4.60,3.68,44.38,1.06,,ICT,
4.60,26.01,208.82,1.08,,DCT2,
4.60,-6.09,282.92,1.05,,FBT,
4.60,-21.27,310.75,1.02,,FBT,
4.60,-8.03,46.08,1.04,,ICT,
4.60,-9.78,242.73,1.20,,ICT,
4.60,66.00,358.83,,3,ICT,
4.59,60.24,158.70,,4,DCT1,
4.59,-41.16,142.99,1.10,,ET,
4.59,56.05,8.95,1.07,,ICT,
4.59,18.82,188.37,1.09,,ICT,
4.59,-47.29,310.43,1.08,,FBT,
4.59,9.95,270.62,1.06,,FBT,
4.59,54.82,96.32,,3,ST,
4.59,-33.75,321.46,1.01,,FBT,
4.59,-10.49,125.11,1.00,,ST,
4.59,-19.05,167.53,1.00,,FBT,
4.59,-19.42,323.47,1.00,,ICT,
4.59,41.51,103.10,,3,ST,
4.59,8.18,241.25,1.14,,FBT,
4.59,70.42,128.11,,4,DCT1,
4.59,50.93,322.24,1.10,,ICT,
4.59,-7.23,188.32,1.05,,ICT,
4.59,-7.46,211.34,1.01,,FBT,
4.59,53.31,82.73,,2,ST,
4.59,-35.26,100.79,,3,ET,
4.59,14.54,260.83,1.11,,ICT,
4.59,-15.55,49.14,1.00,,ST,
4.59,-16.77,185.21,1.00,,ICT,
4.59,-53.03,26.67,1.02,,ICT,
4.58,59.57,100.08,,4,ST,
4.58,-3.17,124.18,1.17,,ST,
4.58,8.85,266.29,1.15,,ICT,
4.58,-4.96,68.23,1.00,,ST,
4.58,14.53,120.22,1.12,,ST,
4.58,-17.11,306.54,1.04,,FBT,
4.58,48.36,198.94,1.16,,DCT2,
4.58,54.69,109.14,,3,ST,
4.58,-35.97,354.17,1.06,,ICT,
4.58,-46.29,37.71,1.03,,ICT,
4.58,6.33,49.37,1.12,,ICT,
4.58,-15.93,233.00,,3 ellipse,FBT,
4.58,-44.31,326.04,1.00,,FBT,
4.58,-8.98,112.85,1.08,,ST,
4.58,45.26,109.05,,3,ST,
4.58,-29.17,67.00,1.00,,ST,
4.58,15.97,135.29,1.00,,ST,
4.58,19.09,208.10,1.03,,ICT,
4.58,47.94,245.92,,,FBT,
4.58,-18.83,107.89,1.44,,ST,
4.58,24.38,84.32,,3,ST,
4.58,59.85,181.16,,3,DCT2,
4.57,61.32,103.09,,secondary 3,ST,
4.57,-61.68,8.67,1.00,,ICT,
4.57,27.39,310.27,1.00,,FBT,
4.57,-27.71,307.07,1.00,,ICT,
4.57,-22.87,125.13,1.15,,ST,
4.57,-18.90,251.38,1.01,,ICT,
4.57,-14.94,109.49,1.35,,ST,
4.57,-2.93,123.51,1.21,,FBT,
4.57,-2.81,283.33,1.21,,ST,
4.57,78.34,208.85,,3,DCT2,
4.57,0.29,252.52,1.01,,ICT,
4.57,-5.19,265.16,1.07,,FBT,
4.57,-56.51,352.64,1.00,,ICT,
4.57,74.61,128.43,,2 ellipse,DCT1,
4.57,22.85,289.78,1.36,,FBT,
4.57,-9.26,116.60,1.14,,ST,
4.57,55.09,241.51,,3,FBT,
4.57,48.85,14.66,1.25,,ICT,
4.57,41.38,113.59,,3,ST,
4.57,-20.13,253.77,1.04,,ICT,
4.57,-14.86,59.55,1.00,,ST,
4.57,19.60,140.41,1.00,,ST,
4.56,-30.36,230.48,,3,ICT,
4.56,5.96,82.35,1.12,,ST,
4.56,65.96,136.84,,3,DCT1,
4.56,-15.43,162.99,1.36,,ICT,
4.56,41.89,111.44,,3,ST,
4.56,12.89,232.26,1.02,,FBT,
4.56,3.98,47.55,1.05,,ICT,
4.56,10.59,88.29,,3,ST,
4.56,70.65,124.67,,3,DCT1,
4.56,-37.75,50.60,1.00,,ST,
4.56,8.83,63.74,1.20,,ST,
4.56,-25.54,149.46,1.01,,ET,
4.56,-56.54,291.98,1.00,,FBT,
4.56,32.65,312.56,1.00,,ICT,
4.56,20.37,34.23,1.21,,ICT,
4.56,20.53,37.35,1.00,,ICT,
4.56,31.49,198.44,1.01,,DCT2,
4.55,31.08,141.60,1.04,,ICT,
4.55,14.33,182.63,1.25,,ICT,
4.55,16.17,274.34,1.17,,FBT,
4.55,14.17,41.24,1.03,,ICT,
4.55,24.42,142.10,1.11,,ST,
4.55,-26.30,108.66,1.00,,ET,
4.55,22.92,49.80,1.03,,ICT,
4.55,-24.33,101.42,1.18,,ST,
4.55,-22.36,224.66,1.05,,FBT,
4.55,40.25,81.99,,2,ST,
4.55,42.70,286.78,1.04,,FBT,
4.55,48.27,5.15,1.24,,ICT,
4.55,-11.07,88.01,1.14,,ST,
4.55,65.31,351.00,1.34,,ICT,
4.55,51.86,14.36,1.14,,ICT,
4.55,-35.12,284.42,1.16,,FBT,
4.55,-16.16,151.80,1.03,,ICT,
4.55,-3.08,86.86,1.24,,ST,
4.54,10.80,266.18,1.07,,ICT,
4.54,-28.58,80.26,1.02,,ST,
4.54,-29.80,128.63,1.13,,ET,
4.54,63.85,12.05,,3,DCT1,
4.54,66.79,163.96,,4,ICT,
4.54,-43.16,263.43,1.04,,ICT,
4.54,57.11,109.44,,3,ST,
4.54,-17.58,1.88,1.13,,RBT,
4.54,61.74,43.55,,2,ICT,
4.54,18.47,212.30,1.00,,ICT,
4.54,-5.42,52.04,1.12,,ST,
4.54,-66.41,308.57,1.04,,FBT,
4.54,-0.20,354.98,1.00,,ICT,
4.54,42.00,167.55,1.06,,DCT2,
4.54,-49.09,32.27,1.10,,ICT,
4.54,-46.48,9.75,1.10,,ICT,
4.53,-11.95,93.61,1.13,,ST,
4.53,47.24,100.02,,secondary 2,ST,
4.53,38.93,286.21,1.13,,FBT,
4.53,47.79,82.05,,3,ST,
4.53,-15.40,120.43,1.25,,ST,
4.53,43.20,41.53,1.10,,ICT,
4.53,5.01,256.09,1.15,,ICT,
4.53,-6.62,355.82,1.00,,ICT,
4.53,29.37,99.78,,2,ST,
4.53,-19.00,50.83,1.09,,ST,
4.53,10.92,288.68,1.30,,ICT,
4.53,9.03,264.08,1.09,,ICT,
4.53,-6.40,62.81,1.00,,FBT,
4.53,14.36,127.45,1.00,,ST,
4.53,-8.72,190.57,1.00,,ST,
4.53,67.78,15.58,,4,ICT,
4.53,31.87,170.69,1.06,,DCT2,
4.53,24.75,46.47,1.14,,ICT,
4.53,28.90,47.45,1.20,,ICT,
4.53,19.78,35.60,1.22,,ICT,
4.53,-45.03,76.26,1.00,,ST,
4.53,-13.88,243.46,1.36,,ICT,
4.53,-46.35,321.24,1.10,,FBT,
4.53,0.40,39.93,1.03,,ICT,
4.53,-26.22,169.57,,3 ellipse,ICT,
4.53,-32.49,123.96,1.09,,ET,
4.53,26.51,91.26,,2,ST,
4.53,69.59,119.27,,1 ellipse,DCT1,
4.53,44.15,288.64,1.03,,FBT,
4.53,0.85,38.36,1.06,,ICT,
4.52,22.59,309.53,1.07,,ICT,
4.52,30.71,132.79,1.00,,ST,
4.52,31.94,160.12,1.07,,DCT2,
4.52,22.66,207.05,1.25,,DCT2,
4.52,40.44,353.69,1.00,,ICT,
4.52,-29.69,61.76,1.06,,ST,
4.52,39.52,171.85,1.03,,DCT2,
4.52,47.39,45.35,1.13,,ICT,
4.52,-21.88,128.44,1.04,,ET,
4.52,1.27,105.20,1.10,,ST,
4.52,41.06,57.36,1.16,,ICT,
4.52,40.39,284.62,1.06,,FBT,
4.52,40.26,97.69,,2,ST,
4.52,66.71,143.56,,4,DCT1,
4.52,72.94,145.75,,3,DCT1,
4.52,30.48,64.89,1.19,,ST,
4.52,-19.54,261.51,1.01,,ICT,
4.52,-33.51,7.25,1.04,,ICT,
4.52,6.30,73.58,1.17,,ST,
4.52,11.35,204.22,1.13,,ICT,
4.52,-0.27,81.36,1.01,,ST,
4.52,-40.45,131.51,1.19,,ET,
4.52,15.71,131.74,1.00,,ST,
4.52,33.79,93.44,,3,ST,
4.51,-16.17,164.79,1.00,,ICT,
4.51,-17.42,147.61,1.00,,ICT,
4.51,-3.12,125.07,1.14,,FBT,
4.51,-3.84,282.57,1.14,,ST,
4.51,57.77,92.19,,4,ST,
4.51,34.12,135.66,1.03,,ST,
4.51,-49.82,238.74,1.01,,ICT,
4.51,7.25,185.75,1.06,,ICT,
4.51,-18.86,161.90,1.00,,ICT,
4.51,4.26,241.75,1.01,,FBT,
4.51,55.98,236.79,,2,FBT,
4.51,-33.20,312.98,1.01,,FBT,
4.51,13.21,268.89,1.12,,FBT,
4.51,-45.81,234.25,1.10,,ICT,
4.51,2.03,152.56,1.05,,ICT,
4.51,-10.94,128.97,1.05,,ST,
4.51,-11.24,167.51,1.00,,ICT,
4.51,49.66,83.12,,4,ST,
4.51,-31.09,90.54,1.01,,ST,
4.51,-45.10,289.65,1.04,,FBT,
4.50,-3.07,165.71,1.01,,ICT,
4.50,-60.38,283.47,1.02,,FBT,
4.50,-38.11,351.25,1.00,,ICT,
4.50,37.96,329.67,1.15,,ICT,
4.50,74.85,160.24,,3 ellipse,DCT1,
4.50,-3.55,147.55,1.00,,ICT,
4.50,16.75,171.97,1.12,,ICT,
4.50,-9.45,94.04,1.11,,ST,
4.50,-33.37,85.37,1.02,,ST,
4.50,33.54,105.52,,3 ellipse,ST,
4.50,8.94,78.24,1.00,,ST,
4.50,7.98,74.58,1.00,,ST,
4.50,-39.74,264.24,1.07,,ICT,
4.50,35.13,164.73,1.11,,DCT2,
4.50,0.29,158.03,1.01,,ICT,
4.50,38.85,111.42,,2,ST,
4.50,30.77,134.01,1.03,,ST,
4.50,-66.48,302.69,1.02,,FBT,
4.50,-32.43,49.03,1.06,,ST,
4.50,30.02,93.09,,1 ellipse,ST,
4.50,1.63,120.01,1.05,,ST,
4.50,-39.23,257.03,1.22,,ICT,
4.49,-31.69,80.58,1.00,,ST,
4.49,0.45,247.32,1.03,,FBT,
4.49,-38.22,215.76,1.05,,ICT,
4.49,69.53,226.46,,4,DCT2,
4.49,7.63,225.20,1.20,,FBT,
4.49,5.17,231.23,1.02,,FBT,
4.49,11.86,115.78,1.00,,ST,
4.49,-2.29,62.34,1.05,,ST,
4.49,-28.83,231.32,,2 ellipse,ICT,
4.49,-45.19,348.91,1.00,,ICT,
4.49,46.71,100.41,,4,ST,
4.49,-8.53,250.27,1.04,,ICT,
4.49,36.23,138.56,1.11,,ST,
4.49,28.35,156.32,1.13,,DCT2,
4.49,77.51,148.24,,4,DCT1,
4.49,-55.70,312.13,1.00,,FBT,
4.49,8.61,156.63,1.27,,ICT,
4.49,7.86,172.55,1.10,,ICT,
4.49,21.11,95.08,,2 ellipse,ST,
4.49,66.79,19.08,,4,ICT,
4.49,37.33,206.60,1.00,,DCT2,
4.48,69.66,106.33,,3,ST,
4.48,6.52,289.06,1.00,,FBT,
4.48,59.22,195.81,,3,DCT2,
4.48,0.91,322.75,1.00,,FBT,
4.48,-4.33,166.59,1.04,,ICT,
4.48,39.24,87.41,,3,ST,
4.48,73.36,158.49,,2,DCT1,
4.48,-24.19,279.31,1.08,,FBT,
4.48,-9.64,66.52,1.02,,ST,
4.48,12.13,267.16,1.09,,ICT,
4.48,12.14,259.29,1.09,,ICT,
4.48,-43.57,38.80,1.00,,ICT,
4.48,-55.27,271.06,1.17,,FBT,
4.48,-43.86,124.70,1.02,,ET,
4.48,7.32,89.87,,4,ST,
4.48,37.20,208.10,1.01,,DCT2,
4.48,27.72,276.54,1.05,,FBT,
4.48,36.74,93.54,,3,ST,
4.48,-36.43,267.86,1.07,,ICT,
4.48,30.15,337.10,1.05,,ICT,
4.48,-49.43,237.88,1.01,,ICT,
4.48,65.13,358.94,1.03,,ICT,
4.48,52.46,189.57,1.27,,DCT2,
4.48,-29.25,56.30,1.30,,ST,
4.48,14.52,133.41,1.19,,ST,
4.47,24.97,173.18,1.21,,DCT2,
4.47,11.18,302.63,1.12,,FBT,
4.47,41.26,141.53,1.09,,DCT2,
4.47,43.08,193.92,1.09,,DCT2,
4.47,-33.67,205.11,1.00,,FBT,
4.47,-30.50,294.96,1.00,,ICT,
4.47,-27.12,352.84,1.01,,ICT,
4.47,1.27,217.48,1.00,,FBT,
4.47,-34.75,260.27,1.01,,ICT,
4.47,-0.94,37.56,1.04,,ICT,
4.47,28.77,202.86,1.13,,DCT2,
4.47,-21.43,126.76,1.41,,ST,
4.47,-25.04,98.64,1.07,,ST,
4.47,28.47,329.33,1.00,,ICT,
4.47,25.95,156.02,1.04,,DCT2,
4.47,-13.91,183.99,1.03,,ICT,
4.47,32.76,177.11,1.02,,DCT2,
4.47,-63.09,34.19,1.26,,ICT,
4.47,25.27,315.56,1.25,,ICT,
4.47,13.71,167.84,1.24,,ICT,
4.47,51.95,133.51,,3,ST,
4.47,4.82,135.06,1.12,,ST,
4.47,-17.87,208.19,1.02,,FBT,
4.47,-35.32,311.01,1.18,,FBT,
4.47,64.25,141.28,,3,DCT1,
4.47,-27.86,268.76,1.04,,ICT,
4.46,-4.64,332.42,1.16,,ICT,
4.46,79.67,175.07,,4,DCT1,
4.46,-19.04,88.50,1.06,,ST,
4.46,-21.11,219.53,1.00,,FBT,
4.46,66.49,144.70,,4,DCT1,
4.46,23.59,217.44,1.25,,ICT,
4.46,22.50,168.06,1.16,,DCT2,
4.46,56.18,145.39,,3,DCT1,
4.46,34.58,324.12,1.00,,ICT,
4.46,9.57,254.75,1.09,,ICT,
4.46,38.48,344.12,1.06,,ICT,
4.46,-24.29,10.64,1.07,,RBT,
4.46,60.60,355.52,1.00,,ICT,
4.46,-38.83,52.94,1.00,,ST,
4.46,18.69,278.72,1.04,,FBT,
4.46,-6.38,91.99,1.00,,ST,
4.46,8.00,44.94,1.03,,ICT,
4.46,-47.38,235.94,1.02,,ICT,
4.46,39.19,82.52,,3,ST,
4.46,12.89,49.14,1.03,,ICT,
4.46,36.32,168.36,1.09,,DCT2,
4.46,32.09,197.15,1.04,,DCT2,
4.46,-8.05,181.27,1.11,,ICT,
4.46,10.05,95.02,,3,ST,
4.46,63.12,4.84,,3,ICT,
4.45,6.62,175.24,1.07,,ICT,
4.45,-57.18,41.92,1.02,,ICT,
4.45,-66.34,76.36,1.15,,ST,
4.45,46.86,271.22,1.18,,FBT,
4.45,35.32,166.94,1.02,,DCT2,
4.45,-63.74,27.08,1.01,,ICT,
4.45,59.51,163.47,,3,DCT1,
4.45,26.82,137.85,1.09,,ST,
4.45,38.07,57.84,1.13,,ICT,
4.45,42.95,36.00,1.02,,ICT,
4.45,12.18,204.49,1.00,,ICT,
4.45,-6.49,163.87,1.02,,ICT,
4.45,24.28,208.10,1.01,,DCT2,
4.45,8.82,229.81,1.06,,FBT,
4.45,18.48,103.22,1.05,,ST,
4.45,16.56,257.13,1.06,,ICT,
4.45,3.85,127.12,1.10,,ST,
4.45,28.12,328.66,1.17,,ICT,
4.45,56.08,75.12,,2,ST,
4.45,-58.11,352.10,1.00,,ICT,
4.45,-39.20,260.62,1.20,,ICT,
4.45,50.65,94.95,,3,ST,
4.45,30.14,89.27,,3,ST,
4.45,36.93,138.75,1.01,,ST,
4.45,61.00,351.01,1.00,,ICT,
4.45,4.50,180.51,1.04,,ICT,
4.44,13.05,270.16,1.17,,FBT,
4.44,44.51,335.19,1.14,,ICT,
4.44,17.14,235.72,1.08,,FBT,
4.44,-14.64,328.58,1.00,,ICT,
4.44,-2.98,114.09,1.47,,ST,
4.44,32.48,130.22,1.12,,ST,
4.44,59.09,60.67,,2,ICT,
4.44,8.83,268.69,1.01,,FBT,
4.44,45.49,49.59,1.10,,ICT,
4.44,44.48,196.14,1.16,,DCT2,
4.44,73.00,169.07,,2,DCT1,
4.44,-24.22,258.78,1.01,,ICT,
4.44,18.64,56.68,1.14,,ICT,
4.44,47.44,107.59,,3,ST,
4.44,-12.57,250.58,1.05,,ICT,
4.44,58.16,234.31,,2,FBT,
4.44,29.75,355.90,1.03,,ICT,
4.44,42.15,29.65,1.13,,ICT,
4.44,61.77,108.04,,3,ST,
4.44,63.33,11.86,,3 ellipse,ICT,
4.44,-30.05,123.16,1.05,,ET,
4.44,-18.18,102.62,1.25,,ST,
4.44,64.37,156.02,,3,DCT1,
4.44,46.95,103.62,,2,ST,
4.44,-24.38,190.65,1.09,,ICT,
4.43,35.96,194.15,1.18,,DCT2,
4.43,-3.50,74.70,1.02,,ST,
4.43,41.77,47.28,1.03,,ICT,
4.43,19.51,169.07,1.00,,DCT2,
4.43,13.80,64.61,1.05,,ST,
4.43,-42.71,38.78,1.00,,ICT,
4.43,62.18,171.26,,4,DCT1,
4.43,-63.29,28.43,1.00,,ICT,
4.43,-31.74,242.54,1.36,,ICT,
4.43,-11.89,243.56,1.17,,ICT,
4.43,-67.22,54.86,1.06,,ST,
4.43,-58.67,108.62,,4,ET,
4.43,26.26,305.93,1.02,,ICT,
4.43,-24.47,95.45,1.00,,ST,
4.43,-15.80,196.69,1.01,,ICT,
4.43,64.00,135.85,,3,DCT1,
4.43,-15.80,114.85,1.21,,ST,
4.43,-11.31,247.27,1.02,,ICT,
4.43,-15.33,213.86,1.17,,FBT,
4.43,11.71,92.97,,3,ST,
4.42,-18.21,62.65,1.03,,ST,
4.42,27.03,160.07,1.01,,DCT2,
4.42,-2.88,296.08,1.00,,FBT,
4.42,15.93,128.93,1.00,,ST,
4.42,33.98,143.19,1.03,,ICT,
4.42,-16.28,51.23,1.00,,ST,
4.42,-41.49,54.95,1.06,,ST,
4.42,26.96,151.87,1.02,,DCT2,
4.42,48.43,107.69,,3,ST,
4.42,-46.16,309.06,1.05,,FBT,
4.42,-21.56,158.93,1.06,,ICT,
4.42,67.04,18.50,,3 ellipse,ICT,
4.42,10.44,271.22,1.26,,FBT,
4.42,26.08,305.30,1.24,,ICT,
4.42,-10.26,67.68,1.23,,ST,
4.42,-32.96,240.60,1.00,,ICT,
4.42,-44.96,252.58,1.05,,ICT,
4.42,-48.60,151.74,1.02,,ET,
4.42,36.10,55.17,1.22,,ICT,
4.42,54.93,141.70,,3,DCT1,
4.42,-47.77,151.29,1.02,,ET,
4.42,49.57,15.31,1.11,,ICT,
4.42,35.50,174.71,1.04,,DCT2,
4.42,-55.70,28.83,1.00,,ICT,
4.42,36.88,85.29,,2,ST,
4.42,13.58,263.70,1.12,,ICT,
4.41,22.26,357.86,1.16,,ICT,
4.41,10.58,136.02,1.15,,ST,
4.41,29.72,159.94,1.02,,DCT2,
4.41,54.15,87.32,,3,ST,
4.41,55.05,223.99,,3,FBT,
4.41,19.04,30.22,1.00,,ICT,
4.41,-23.90,169.27,,2,ICT,
4.41,64.98,8.11,,1,ICT,
4.41,21.37,53.47,1.00,,ICT,
4.41,-3.15,143.12,1.06,,ST,
4.41,32.08,212.55,1.32,,DCT2,
4.41,16.92,64.97,1.16,,ST,
4.41,31.12,51.40,1.13,,ICT,
4.41,37.85,94.79,,2,ST,
4.41,-54.07,315.02,1.20,,FBT,
4.41,30.48,312.05,1.13,,ICT,
4.41,17.22,130.00,1.10,,ST,
4.41,67.49,12.02,,2,ICT,
4.41,7.45,80.62,1.14,,ST,
4.41,24.49,167.16,1.03,,DCT2,
4.41,51.87,24.21,1.06,,ICT,
4.41,14.39,265.95,1.06,,ICT,
4.41,41.51,140.74,1.19,,DCT2,
4.41,-22.39,278.25,1.00,,FBT,
4.41,-34.00,135.35,1.16,,ET,
4.41,65.98,143.47,,4,DCT1,
4.41,-22.94,101.54,1.08,,ST,
4.41,-0.07,166.38,1.05,,ICT,
4.41,-31.57,195.61,1.02,,ICT,
4.41,3.71,40.40,1.10,,ICT,
4.40,-30.79,281.00,1.01,,FBT,
4.40,18.39,42.04,1.08,,ICT,
4.40,20.63,273.98,1.37,,FBT,
4.40,37.15,167.64,1.27,,DCT2,
4.40,16.30,288.36,1.03,,FBT,
4.40,-15.16,235.19,,3,FBT,
4.40,3.87,131.31,1.24,,ST,
4.40,-0.64,164.01,1.29,,ICT,
4.40,42.34,99.62,,3,ST,
4.40,64.32,15.99,,3,ICT,
4.40,-17.33,233.43,,4,FBT,
4.40,53.95,12.39,1.04,,ICT,
4.40,42.12,262.73,,4,FBT,
4.40,32.52,328.84,1.11,,ICT,
4.40,-52.17,80.76,1.14,,ET,
4.40,-0.26,178.83,1.04,,ICT,
4.40,1.27,114.11,1.17,,ST,
4.40,-7.29,168.58,1.02,,ICT,
4.40,13.03,328.12,1.01,,FBT,
4.40,-9.29,335.46,1.01,,ICT,
4.40,-33.77,82.27,1.02,,ST,
4.39,60.56,103.81,,3 ellipse,ST,
4.39,0.94,285.40,1.00,,FBT,
4.39,36.48,129.11,1.31,,ST,
4.39,1.95,250.89,1.03,,FBT,
4.39,8.76,73.94,1.10,,ST,
4.39,-18.59,144.90,1.04,,ICT,
4.39,54.50,168.41,1.02,,DCT2,
4.39,51.22,64.79,,1 ellipse,ST,
4.39,13.99,249.37,1.02,,ICT,
4.39,-65.32,56.89,1.21,,ST,
4.39,-4.12,327.44,1.01,,ICT,
4.39,7.10,45.05,1.02,,ICT,
4.39,28.15,41.96,1.07,,ICT,
4.39,-2.85,189.34,1.02,,ICT,
4.39,-30.14,230.19,,4,ICT,
4.39,38.67,262.73,,3,FBT,
4.39,65.54,15.11,,4,DCT1,
4.39,76.62,145.06,,1 ellipse,ICT,
4.39,47.17,30.47,1.00,,ICT,
4.38,-24.87,159.72,1.00,,ICT,
4.38,-35.10,317.77,1.10,,FBT,
4.38,23.18,31.77,1.23,,ICT,
4.38,9.11,76.34,1.00,,ST,
4.38,-0.90,354.17,1.00,,ICT,
4.38,2.53,229.38,1.00,,FBT,
4.38,-0.44,116.50,1.00,,ST,
4.38,-24.09,148.30,1.37,,ET,
4.38,4.03,172.41,1.00,,ICT,
4.38,49.18,161.54,1.21,,DCT2,
4.38,22.01,64.97,1.21,,ST,
4.38,1.91,158.36,1.02,,ICT,
4.38,43.61,78.78,,2,ST,
4.38,29.83,277.87,1.03,,FBT,
4.38,-41.26,17.40,1.03,,ICT,
4.38,58.55,137.54,,3,DCT1,
4.38,15.38,74.89,1.00,,ST,
4.38,23.22,324.85,1.00,,ICT,
4.38,27.20,135.54,1.30,,ST,
4.38,-19.57,276.88,1.00,,FBT,
4.38,-47.55,319.34,1.18,,FBT,
4.38,-9.39,177.51,1.07,,ICT,
4.38,16.24,156.63,1.29,,ICT,
4.38,-20.24,69.46,1.38,,ST,
4.38,-51.07,68.48,1.01,,ST,
4.38,19.60,101.06,1.10,,ST,
4.38,-7.98,108.08,1.14,,ST,
4.38,-27.79,199.75,1.33,,ICT,
4.38,-0.95,289.23,1.19,,FBT,
4.38,5.52,117.49,1.00,,ST,
4.38,32.66,178.57,1.05,,DCT2,
4.38,-24.12,66.76,1.00,,FBT,
4.38,-25.32,303.50,1.00,,ST,
4.37,-28.21,81.46,1.01,,ST,
4.37,40.61,335.87,1.03,,ICT,
4.37,66.03,132.13,,3 ellipse,DCT1,
4.37,34.55,311.22,1.20,,ICT,
4.37,46.67,134.71,1.15,,ST,
4.37,49.42,145.48,,4,DCT1,
4.37,-11.54,212.64,1.03,,FBT,
4.37,-23.98,194.36,1.00,,ICT,
4.37,-19.12,58.85,1.00,,ST,
4.37,-45.08,212.06,1.00,,ICT,
4.37,-52.86,253.83,1.06,,FBT,
4.37,-7.34,205.21,1.19,,FBT,
4.37,69.58,152.07,,2,DCT1,
4.37,-31.50,269.70,1.00,,ICT,
4.37,51.57,63.78,,4,ICT,
4.37,-54.74,57.10,1.04,,ST,
4.37,44.98,179.70,1.01,,DCT2,
4.37,-2.83,296.98,1.26,,FBT,
4.37,-13.52,185.02,1.12,,ICT,
4.36,0.17,279.31,1.12,,FBT,
4.36,-14.77,26.84,1.03,,RBT,
4.36,44.89,105.72,,3,ST,
4.36,23.62,319.69,1.05,,ICT,
4.36,2.32,326.87,1.01,,FBT,
4.36,-3.78,51.48,1.09,,ST,
4.36,-3.49,54.66,1.09,,ST,
4.36,-36.72,319.40,1.09,,FBT,
4.36,-38.57,214.02,1.07,,ICT,
4.36,-52.22,37.33,1.01,,ICT,
4.36,21.40,86.22,,secondary 3,ST,
4.36,36.02,309.53,1.23,,ICT,
4.36,33.54,308.53,1.28,,ICT,
4.36,-29.70,239.78,1.08,,ICT,
4.36,65.94,150.24,,1 ellipse,DCT1,
4.36,28.59,85.04,,4,ST,
4.36,-43.66,234.63,1.14,,ICT,
4.36,17.60,137.04,1.00,,ST,
4.36,37.09,319.01,1.10,,ICT,
4.36,66.14,169.83,,4,DCT1,
4.36,70.71,165.70,,3,DCT1,
4.36,25.05,21.12,1.01,,ICT,
4.36,19.09,282.93,1.02,,FBT,
4.36,68.61,6.66,,3,ICT,
4.36,-51.40,75.03,1.00,,ST,
4.36,17.26,281.97,1.36,,FBT,
4.36,-59.31,342.68,1.14,,ICT,
4.36,-36.90,258.08,1.05,,ICT,
4.36,-16.93,151.41,1.09,,ICT,
4.36,-63.44,313.81,1.00,,FBT,
4.36,45.62,199.04,1.32,,DCT2,
4.35,43.58,172.30,1.02,,DCT2,
4.35,60.76,350.36,1.00,,ICT,
4.35,1.91,212.58,1.08,,ICT,
4.35,0.99,300.93,1.15,,FBT,
4.35,43.52,91.70,,1,ST,
4.35,-54.41,40.68,1.00,,ICT,
4.35,4.43,270.23,1.19,,FBT,
4.35,66.39,213.42,,3,DCT2,
4.35,-7.12,169.12,1.00,,ICT,
4.35,-31.41,200.59,1.03,,ICT,
4.35,50.69,33.69,1.17,,ICT,
4.35,17.17,40.87,1.01,,ICT,
4.35,58.78,190.61,,4,DCT2,
4.35,59.69,179.87,,2 ellipse,DCT2,
4.35,5.10,64.17,1.07,,ST,
