OID_,Shape_Length,Shape_Area
744,41.144757061934236,134.715988063504739
745,104.319210786073867,866.001654176444731
746,28.296416677159467,63.716662617964644
747,38.316664677741883,116.833001117195067
748,41.564308488803775,137.477382544995464
749,32.019132725236929,81.584802162754002
750,42.061145036117367,140.783681783805065
751,28.642725293431958,65.285812221514192
753,27.868556870306836,61.804357508449336
754,30.732323192303323,75.158987251017720
755,24.002896016437305,45.847686245825578
756,26.915179539099942,57.648060196012807
757,20.545750316706538,33.591867455675342
758,18.760080547733150,28.006544845596466
759,26.433755408821096,55.604235021920147
760,30.411520036458494,73.598064175435752
761,25.683648022146151,52.493261258086086
762,22.005899773058012,38.536156515114023
763,27.949208231158316,62.162597676058049
765,31.756515721021728,80.251993331085416
766,32.164313672966145,82.326322038506419
767,23.658758831883663,44.542444803087420
768,77.842179968252566,482.192127557175638
769,28.894560673332087,66.438883757802103
770,46.493827554116613,172.020710431845629
771,35.101189002989123,98.046883005001661
772,50.614223959974375,203.861540112716426
773,29.003597138784251,66.941257169963848
774,24.122249941265920,46.304773278292892
775,23.601567329305162,44.327355725385068
776,21.577476373649489,37.050274971469541
777,47.826295136045516,182.021888151734686
778,42.351833608508919,142.736344888097591
779,29.256299353928689,68.112828926806003
780,26.565595405777589,56.160277372136093
781,25.268388626065491,50.809536289522846
782,40.058797468878247,127.698545896693560
783,26.446659366339862,55.658536032671321
784,22.578915685465081,40.569186535752905
785,33.426827680770757,88.916111349062078
786,24.447851868190256,47.563252693343678
788,17.007443948409584,23.018034286508620
789,45.381499649788907,163.888251720866094
790,25.844080738227024,53.151107006249767
791,34.866931840829466,96.742565797311784
792,24.856040936031935,49.164773980780879
793,22.033328145988410,38.632280082053093
794,45.863586969386532,167.388713436075079
795,56.201337355856317,251.352631361799439
796,31.512516847874988,79.023510332640726
798,24.412373322186408,47.425305962312649
800,56.521700124451534,254.226354052294482
801,37.639422389040739,112.739482326088307
804,28.081021094386010,62.750317486443500
805,20.713367446689944,34.142204153309066
806,22.997628786669278,42.087802917820476
807,20.850164121531972,34.594661993978455
809,20.850164121531972,34.594661993978455
813,22.979417974330133,42.021174342540682
814,26.465908547079792,55.739587564130630
815,20.805318458441523,34.446005886739606
817,18.636431653780402,27.638575643245879
818,24.920233759140682,49.419046251954263
819,28.089965425081857,62.790298153444347
820,32.375118981184812,83.408993830580570
821,19.823481558782223,31.271592504389830
822,23.151293353269558,42.652122906250597
823,20.436163881154485,33.234480105193107
824,18.460057670161753,27.117911737881336
825,30.397630272691224,73.530851074803707
827,28.005941480455871,62.415217748749811
828,36.456075574113200,105.762076183460422
829,42.340825753410428,142.662156043062510
830,31.489839591896249,78.909816362592153
831,25.175939194801309,50.438422818445197
832,34.696168475941313,95.797278614028329
833,28.664212712277770,65.383802183571547
834,23.353939816999606,43.402070630705552
835,47.018807309242064,175.927346775644480
837,27.309777722029569,59.350784893645773
838,41.627957226474891,137.898751837631750
839,35.240043097862383,98.824129547807956
840,24.896157111308799,49.323600101585868
841,51.653700444988047,212.321031389270360
842,21.426921970017126,36.535050508902664
843,21.120577373666478,35.497822106831144
844,19.558961376580591,30.442598095383310
845,26.304768664848325,55.062903661342645
847,77.645557313249753,479.759252333064865
849,29.253513078217694,68.099855851744195
851,26.899837172171633,57.582357077906948
852,20.085690394398423,32.104333940194110
853,34.117989177435632,92.631136008475551
854,35.942419096853435,102.802752694377176
855,21.652390428497714,37.307988571687325
856,26.867519644925473,57.444081033676248
858,35.467812484260143,100.105731481546798
859,27.308820413910986,59.346624040124432
860,36.144731166988933,103.963318544900645
861,23.930375954518492,45.571065098958179
862,28.966318275387099,66.769286071530701
864,38.511550181543939,118.024491151871871
865,19.457555907475772,30.127750765199913
867,29.500243990570549,69.253440170606751
868,29.019520447816841,67.014780390050177
869,18.013910569701366,25.822967026167618
870,29.397711528687669,68.772875609479030
871,22.538643978663991,40.424597362782116
872,20.578398070082226,33.698709048647537
873,22.186237670083855,39.170350537886733
875,39.463578499693313,123.931887399683788
876,41.279888371204244,135.602333898376827
877,90.317771111922397,649.137291025344325
878,30.492462930723509,73.990360790338855
882,20.588036621995172,33.730284181199892
883,29.913550700493992,71.207554111808790
884,54.180855112160842,233.604845087935956
885,32.474780439987462,83.923305860510197
886,21.981687227528305,38.451402413418450
887,19.105195634618923,29.046453541643828
888,20.700660425622942,34.100326594482205
890,20.409044099561012,33.146331095938891
893,30.436562322675947,73.719322344638513
894,31.456931388840360,78.744974405855672
895,20.736810102536371,34.219529761225601
896,19.592089927426279,30.545811476047486
899,19.615447560416879,30.618688148175845
900,28.033494932202018,62.538091723619942
901,23.202312707779033,42.840318140419392
903,36.994115656753713,108.906909976175371
904,21.004943958250582,35.110190860127453
905,21.291759132376693,36.075571926323015
906,21.936821342606969,38.294599561434055
907,20.468880635038609,33.340977065622248
908,21.162397312937667,35.638536676523884
910,22.581242979826232,40.577550206206041
911,18.840092213103031,28.245949884100742
912,19.207624058671065,29.358741143419110
913,25.273884653228514,50.831641455393608
914,20.958421323153239,34.954836033315921
915,21.221626909950981,35.838307059840112
916,44.370981769040192,156.670854582215895
920,44.342432988163161,156.469311915961697
921,22.415224719956470,39.983087771740841
922,18.414468964926332,26.984137080340854
924,22.028720921099001,38.616125555390610
925,29.065070960564249,67.225325105192681
927,35.473662703819549,100.138757978890794
928,32.710964543449109,85.148467620406095
929,25.308266860685460,50.970036707319636
930,25.269301068740962,50.813205825159862
931,26.552241282087593,56.103829716480909
932,18.787934964367125,28.089773177781559
933,20.676751071719526,34.021600030905702
934,20.881962445716951,34.700262228941902
935,23.273302230374735,43.102866637360208
936,19.623324506506158,30.643284087740728
937,16.150557676971204,20.757028523344662
938,17.499801859435713,24.370048800691585
939,43.924572554847430,153.534233020426115
940,32.943376899868063,86.362730725661010
941,21.572904827046223,37.034577202824849
942,19.528680261073440,30.348408816103305
944,34.868838232695481,96.753145121200774
945,29.382513092166072,68.701783681663002
946,24.411668309994106,47.422566782824440
947,29.634105123209743,69.883358799714117
949,24.379575013019466,47.297958659303234
950,23.006680292900846,42.120939636694331
951,22.130634115884064,38.974257675600747
952,25.651934579453968,52.363706901711680
954,21.564513859871617,37.005772970058899
955,21.401550207449947,36.448578936437656
956,18.063726485417071,25.965986883047044
957,23.238467713440141,42.973934021294077
958,21.128993963845527,35.526119643017296
959,18.801503663492191,28.130360854102264
960,21.250359633729971,35.935418301833096
961,16.732202729482310,22.279034796298845
963,37.880690419511211,114.189430719095824
964,39.817976635549620,126.167794346086708
965,35.426489129699412,99.872602087879102
966,25.131614460983947,50.260975487531091
967,22.767145859973102,41.248419811603938
968,23.399453279695155,43.571404233692355
