Areas (km^2),495143,3606228,2964777,7356077,6810853
,Mimas,Tethys,Dione,Rhea,Iapetus
,146.24,423.51,349.93,465.14,592.55
,,307.88,333.58,394.11,442.65
,,248.65,156.1,357.68,429.32
,,185.73,132.88,267.81,381.24
,,181.47,131.02,246.42,379.72
,,138.71,121.19,147.21,251.53
,,120.73,113.22,138.06,249.56
,,113.33,103.33,120.07,234.48
,,,100.52,115.85,149.78
,,,100.2,110.74,145.42
,,,,105.23,141.63
,,,,104.47,128.6
,,,,104,126.56
,,,,,122.78
,,,,,118.31
,,,,,110.62
,,,,,110.52
,,,,,100.45
